period,gas_lng_147k_nb_usdm,index_gas_nb,gas_lng_160k_nb_usdm,index_gas_nb_yoy_pct,gas_lng_174k_nb_usdm,gas_lng_hist_nb_usdm,gas_lng_160k_5yr_usdm,gas_lng_145k_10yr_usdm,gas_lng_145k_15yr_usdm,gas_lng_160k_10yr_usdm,gas_lng_174k_5yr_usdm
Jan-1980,,140.47068,,,,,,,,,
Feb-1980,,140.47068,,,,,,,,,
Mar-1980,,141.92342,,,,,,,,,
Apr-1980,,142.18284,,,,,,,,,
May-1980,,142.83472,,,,,,,,,
Jun-1980,,144.28746,,,,,,,,,
Jul-1980,,144.28746,,,,,,,,,
Aug-1980,,144.6134,,,,,,,,,
Sep-1980,,144.87282,,,,,,,,,
Oct-1980,,146.32556,,,,,,,,,
Nov-1980,,146.32556,,,,,,,,,
Dec-1980,,146.32556,,,,,,,,,
Jan-1981,,146.32556,,4.16805,,,,,,,
Feb-1981,,150.54944,,7.17499,,,,,,,
Mar-1981,,150.54944,,6.07793,,,,,,,
Apr-1981,,150.54944,,5.88439,,,,,,,
May-1981,,150.54944,,5.40115,,,,,,,
Jun-1981,,150.54944,,4.33993,,,,,,,
Jul-1981,,150.54944,,4.33993,,,,,,,
Aug-1981,,141.3966,,-2.22441,,,,,,,
Sep-1981,,141.3966,,-2.39949,,,,,,,
Oct-1981,,141.3966,,-3.36849,,,,,,,
Nov-1981,,141.3966,,-3.36849,,,,,,,
Dec-1981,,141.3966,,-3.36849,,,,,,,
Jan-1982,,141.3966,,-3.36849,,,,,,,
Feb-1982,,141.3966,,-6.07962,,,,,,,
Mar-1982,,141.3966,,-6.07962,,,,,,,
Apr-1982,,141.3966,,-6.07962,,,,,,,
May-1982,,141.3966,,-6.07962,,,,,,,
Jun-1982,,137.17273,,-8.88526,,,,,,,
Jul-1982,,137.17273,,-8.88526,,,,,,,
Aug-1982,,132.62292,,-6.20502,,,,,,,
Sep-1982,,124.78182,,-11.75048,,,,,,,
Oct-1982,,124.78182,,-11.75048,,,,,,,
Nov-1982,,115.87378,,-18.05053,,,,,,,
Dec-1982,,115.87378,,-18.05053,,,,,,,
Jan-1983,,115.87378,,-18.05053,,,,,,,
Feb-1983,,115.87378,,-18.05053,,,,,,,
Mar-1983,,115.87378,,-18.05053,,,,,,,
Apr-1983,,111.97584,,-20.80726,,,,,,,
May-1983,,111.97584,,-20.80726,,,,,,,
Jun-1983,,111.97584,,-18.36873,,,,,,,
Jul-1983,,111.97584,,-18.36873,,,,,,,
Aug-1983,,104.71211,,-21.04524,,,,,,,
Sep-1983,,104.71211,,-16.08384,,,,,,,
Oct-1983,,103.25937,,-17.24807,,,,,,,
Nov-1983,,100.3113,,-13.43054,,,,,,,
Dec-1983,,98.85856,,-14.68427,,,,,,,
Jan-1984,,97.40581,,-15.938,,,,,,,
Feb-1984,,97.40581,,-15.938,,,,,,,
Mar-1984,,98.85856,,-14.68427,,,,,,,
Apr-1984,,98.85856,,-11.71439,,,,,,,
May-1984,,98.85856,,-11.71439,,,,,,,
Jun-1984,,98.85856,,-11.71439,,,,,,,
Jul-1984,,98.85856,,-11.71439,,,,,,,
Aug-1984,,96.90294,,-7.45776,,,,,,,
Sep-1984,,96.90294,,-7.45776,,,,,,,
Oct-1984,,91.13719,,-11.73955,,,,,,,
Nov-1984,,87.99489,,-12.27819,,,,,,,
Dec-1984,,87.99489,,-10.9891,,,,,,,
Jan-1985,,87.99489,,-9.66156,,,,,,,
Feb-1985,,87.99489,,-9.66156,,,,,,,
Mar-1985,,87.99489,,-10.9891,,,,,,,
Apr-1985,,79.60568,,-19.47517,,,,,,,
May-1985,,79.60568,,-19.47517,,,,,,,
Jun-1985,,81.68103,,-17.37586,,,,,,,
Jul-1985,,86.03927,,-12.9673,,,,,,,
Aug-1985,,86.03927,,-11.21087,,,,,,,
Sep-1985,,86.03927,,-11.21087,,,,,,,
Oct-1985,,84.58653,,-7.18769,,,,,,,
Nov-1985,,84.58653,,-3.87337,,,,,,,
Dec-1985,,83.28943,,-5.34742,,,,,,,
Jan-1986,150.0,83.28943,,-5.34742,,150.0,,,,,
Feb-1986,150.0,83.28943,,-5.34742,,150.0,,,,,
Mar-1986,150.0,83.28943,,-5.34742,,150.0,,,,,
Apr-1986,150.0,83.28943,,4.62749,,150.0,,,,,
May-1986,150.0,83.28943,,4.62749,,150.0,,,,,
Jun-1986,150.0,83.28943,,1.96912,,150.0,,,,,
Jul-1986,150.0,83.28943,,-3.19603,,150.0,,,,,
Aug-1986,150.0,83.28943,,-3.19603,,150.0,,,,,
Sep-1986,150.0,85.89692,,-0.16545,,150.0,,,,,
Oct-1986,150.0,85.89692,,1.54918,,150.0,,,,,
Nov-1986,150.0,85.89692,,1.54918,,150.0,,,,,
Dec-1986,150.0,88.49111,,6.24531,,150.0,,,,,
Jan-1987,150.0,91.75048,,10.15861,,150.0,,,,,
Feb-1987,150.0,94.34467,,13.27328,,150.0,,,,,
Mar-1987,150.0,95.64176,,14.83061,,150.0,,,,,
Apr-1987,150.0,95.64176,,14.83061,,150.0,,,,,
May-1987,150.0,94.18902,,13.0864,,150.0,,,,,
Jun-1987,150.0,94.18902,,13.0864,,150.0,,,,,
Jul-1987,150.0,94.18902,,13.0864,,150.0,,,,,
Aug-1987,150.0,94.18902,,13.0864,,150.0,,,,,
Sep-1987,150.0,94.18902,,9.65354,,150.0,,,,,
Oct-1987,150.0,94.18902,,9.65354,,150.0,,,,,
Nov-1987,150.0,97.09451,,13.03607,,150.0,,,,,
Dec-1987,150.0,97.09451,,9.72233,,150.0,,,,,
Jan-1988,150.0,100.0,,8.99126,,150.0,,,,,
Feb-1988,150.0,100.0,,5.99433,,150.0,,,,,
Mar-1988,150.0,100.0,,4.55684,,150.0,,,,,
Apr-1988,147.5,100.0,,4.55684,,147.5,,,,,
May-1988,147.5,111.42774,,18.30226,,147.5,,,,,
Jun-1988,145.0,111.42774,,18.30226,,145.0,,,,,
Jul-1988,142.5,111.42774,,18.30226,,142.5,,,,,
Aug-1988,140.0,111.42774,,18.30226,,140.0,,,,,
Sep-1988,150.0,111.42774,,18.30226,,150.0,,,,,
Oct-1988,160.0,111.42774,,18.30226,,160.0,,,,,
Nov-1988,170.0,111.42774,,14.76214,,170.0,,,,,
Dec-1988,180.0,120.64708,,24.25737,,180.0,,,,,
Jan-1989,190.0,131.00788,,31.00788,,190.0,,,,,
Feb-1989,200.0,132.04555,,32.04555,,200.0,,,,,
Mar-1989,210.0,132.04555,,32.04555,,210.0,,,,,
Apr-1989,220.0,136.35856,,36.35856,,220.0,,,,,
May-1989,230.0,136.35856,,22.37398,,230.0,,,,,
Jun-1989,240.0,136.35856,,22.37398,,240.0,,,,,
Jul-1989,240.0,136.35856,,22.37398,,240.0,,,,,
Aug-1989,240.0,136.35856,,22.37398,,240.0,,,,,
Sep-1989,240.0,136.35856,,22.37398,,240.0,,,,,
Oct-1989,240.0,136.35856,,22.37398,,240.0,,,,,
Nov-1989,245.0,140.56779,,26.15153,,245.0,,,,,
Dec-1989,245.0,140.56779,,16.51156,,245.0,,,,,
Jan-1990,245.0,138.69998,,5.87148,,245.0,,,,,
Feb-1990,245.0,138.69998,,5.03949,,245.0,,,,,
Mar-1990,245.0,141.94604,,7.49778,,245.0,,,,,
Apr-1990,245.0,146.39208,,7.35819,,245.0,,,,,
May-1990,245.0,149.29757,,9.48897,,245.0,,,,,
Jun-1990,250.0,146.39208,,7.35819,,250.0,,,,,
Jul-1990,250.0,146.39208,,7.35819,,250.0,,,,,
Aug-1990,250.0,146.39208,,7.35819,,250.0,,,,,
Sep-1990,250.0,148.21467,,8.6948,,250.0,,,,,
Oct-1990,250.0,155.4784,,14.02174,,250.0,,,,,
Nov-1990,250.0,159.42156,,13.41258,,250.0,,,,,
Dec-1990,250.0,159.42156,,13.41258,,250.0,,,,,
Jan-1991,255.0,159.42156,,14.93986,,255.0,,,,,
Feb-1991,255.0,159.42156,,14.93986,,255.0,,,,,
Mar-1991,255.0,159.42156,,12.31138,,255.0,,,,,
Apr-1991,255.0,159.42156,,8.9004,,255.0,,,,,
May-1991,255.0,159.42156,,6.78108,,255.0,,,,,
Jun-1991,255.0,159.42156,,8.9004,,255.0,,,,,
Jul-1991,260.0,159.42156,,8.9004,,260.0,,,,,
Aug-1991,260.0,167.67774,,14.54017,,260.0,,,,,
Sep-1991,260.0,167.67774,,13.13168,,260.0,,,,,
Oct-1991,260.0,167.67774,,7.84633,,260.0,,,,,
Nov-1991,260.0,167.67774,,5.17883,,260.0,,,,,
Dec-1991,260.0,167.67774,,5.17883,,260.0,,,,,
Jan-1992,280.0,166.64006,,4.52793,,280.0,,,,,
Feb-1992,280.0,166.64006,,4.52793,,280.0,,,,,
Mar-1992,260.0,166.12122,,4.20248,,260.0,,,,,
Apr-1992,260.0,166.12122,,4.20248,,260.0,,,,,
May-1992,260.0,165.08355,,3.55158,,260.0,,,,,
Jun-1992,260.0,165.08355,,3.55158,,260.0,,,,,
Jul-1992,260.0,159.42156,,0.0,,260.0,,,,,
Aug-1992,260.0,155.8642,,-7.04538,,260.0,,,,,
Sep-1992,258.0,155.8642,,-7.04538,,258.0,,,,,
Oct-1992,258.0,151.65496,,-9.5557,,258.0,,,,,
Nov-1992,258.0,151.65496,,-9.5557,,258.0,,,,,
Dec-1992,258.0,151.65496,,-9.5557,,258.0,,,,,
Jan-1993,258.0,151.65496,,-8.9925,,258.0,,,,,
Feb-1993,258.0,151.65496,,-8.9925,,258.0,,,,,
Mar-1993,258.0,151.65496,,-8.70826,,258.0,,,,,
Apr-1993,258.0,151.65496,,-8.70826,,258.0,,,,,
May-1993,258.0,151.65496,,-8.13442,,258.0,,,,,
Jun-1993,260.0,153.73031,,-6.87727,,260.0,,,,,
Jul-1993,250.0,153.73031,,-3.56994,,250.0,,,,,
Aug-1993,250.0,153.73031,,-1.36907,,250.0,,,,,
Sep-1993,250.0,153.73031,,-1.36907,,250.0,,,,,
Oct-1993,250.0,153.73031,,1.36847,,250.0,,,,,
Nov-1993,230.0,151.65496,,0.0,,230.0,,,,,
Dec-1993,230.0,151.65496,,0.0,,230.0,,,,,
Jan-1994,225.0,151.65496,,0.0,,225.0,,,,,
Feb-1994,225.0,149.57961,,-1.36847,,225.0,,,,,
Mar-1994,223.0,148.54193,,-2.0527,,223.0,,,,,
